Zip.Code,Median Household Income
ZCTA5 12814,53958
ZCTA5 12815,61394
ZCTA5 12816,52835
ZCTA5 12817,63125
ZCTA5 12819,55469
ZCTA5 12821,44952
ZCTA5 12822,53767
ZCTA5 12823,
ZCTA5 12824,62813
ZCTA5 12827,58563
ZCTA5 12828,49633
ZCTA5 12831,80055
ZCTA5 12832,43370
ZCTA5 12833,76600
ZCTA5 12834,64484
ZCTA5 12835,51444
ZCTA5 12836,58036
ZCTA5 12837,45486
ZCTA5 12838,62321
ZCTA5 12839,46788
ZCTA5 12841,38125
ZCTA5 12842,44375
ZCTA5 12843,35750
ZCTA5 12844,77929
ZCTA5 12845,66555
ZCTA5 12846,54841
ZCTA5 12847,66875
ZCTA5 12849,57188
ZCTA5 12850,74792
ZCTA5 12851,44375
ZCTA5 12852,47500
ZCTA5 12853,36250
ZCTA5 12855,45000
ZCTA5 12856,48705
ZCTA5 12857,50625
ZCTA5 12858,69583
ZCTA5 12859,58262
ZCTA5 12860,39798
ZCTA5 12861,59375
ZCTA5 12862,
ZCTA5 12863,79219
ZCTA5 12864,
ZCTA5 12865,57831
ZCTA5 12866,74025
ZCTA5 12870,46667
ZCTA5 12871,65104
ZCTA5 12872,29167
ZCTA5 12873,49150
ZCTA5 12874,68500
ZCTA5 12878,50625
ZCTA5 12883,53963
ZCTA5 12884,55250
ZCTA5 12885,48641
ZCTA5 12886,
ZCTA5 12887,45759
ZCTA5 12901,44763
ZCTA5 12903,53449
ZCTA5 12910,46471
ZCTA5 12911,
ZCTA5 12912,53375
ZCTA5 12913,55435
ZCTA5 12914,43250
ZCTA5 12916,57083
ZCTA5 12917,51711
ZCTA5 12918,58505
ZCTA5 12919,32392
ZCTA5 12920,51250
ZCTA5 12921,70158
ZCTA5 12922,53906
ZCTA5 12923,40227
ZCTA5 12924,50556
ZCTA5 12926,49741
ZCTA5 12927,41250
ZCTA5 12928,49073
ZCTA5 12929,50714
ZCTA5 12930,49375
ZCTA5 12932,49479
ZCTA5 12933,
ZCTA5 12934,48438
ZCTA5 12935,48112
ZCTA5 12936,61125
ZCTA5 12937,42721
ZCTA5 12939,52917
ZCTA5 12941,63125
ZCTA5 12942,56161
ZCTA5 12943,53152
ZCTA5 12944,44322
ZCTA5 12945,71250
ZCTA5 12946,55952
ZCTA5 12950,53750
ZCTA5 12952,41250
ZCTA5 12953,50728
ZCTA5 12955,64583
ZCTA5 12956,59511
ZCTA5 12957,42703
ZCTA5 12958,41018
ZCTA5 12959,44345
ZCTA5 12960,75833
ZCTA5 12961,32708
ZCTA5 12962,67478
ZCTA5 12964,80417
ZCTA5 12965,40486
ZCTA5 12966,40915
ZCTA5 12967,44306
ZCTA5 12969,41786
ZCTA5 12970,48125
ZCTA5 12972,65913
ZCTA5 12973,60208
ZCTA5 12974,49333
ZCTA5 12975,71667
ZCTA5 12976,66042
ZCTA5 12977,
ZCTA5 12978,
ZCTA5 12979,59400
ZCTA5 12980,40833
ZCTA5 12981,59570
ZCTA5 12983,49859
ZCTA5 12985,39414
ZCTA5 12986,53236
ZCTA5 12987,32917
ZCTA5 12989,65592
ZCTA5 12992,50375
ZCTA5 12993,49491
ZCTA5 12996,56750
ZCTA5 12997,57500
ZCTA5 12998,42350
ZCTA5 13020,52083
ZCTA5 13021,47905
ZCTA5 13024,
ZCTA5 13026,67159
ZCTA5 13027,70593
ZCTA5 13028,40000
ZCTA5 13029,62459
ZCTA5 13030,65241
ZCTA5 13031,70182
ZCTA5 13032,52646
ZCTA5 13033,61000
ZCTA5 13034,61154
ZCTA5 13035,71865
ZCTA5 13036,52461
ZCTA5 13037,67655
ZCTA5 13039,83341
ZCTA5 13040,49353
ZCTA5 13041,84621
ZCTA5 13042,58241
ZCTA5 13044,67768
ZCTA5 13045,47667
ZCTA5 13051,
ZCTA5 13052,51818
ZCTA5 13053,59423
ZCTA5 13054,56979
ZCTA5 13057,59256
ZCTA5 13060,67656
ZCTA5 13061,59241
ZCTA5 13062,80000
ZCTA5 13063,81711
ZCTA5 13064,
ZCTA5 13066,78929
ZCTA5 13068,61291
ZCTA5 13069,46474
ZCTA5 13071,65188
ZCTA5 13072,50313
ZCTA5 13073,54729
ZCTA5 13074,54167
ZCTA5 13076,53710
ZCTA5 13077,57672
ZCTA5 13078,87734
ZCTA5 13080,57557
ZCTA5 13081,66528
ZCTA5 13082,64123
ZCTA5 13083,56154
ZCTA5 13084,63777
ZCTA5 13087,145066
ZCTA5 13088,53934
ZCTA5 13090,69519
ZCTA5 13092,63854
ZCTA5 13101,60889
ZCTA5 13102,
ZCTA5 13103,
ZCTA5 13104,97569
ZCTA5 13108,72537
ZCTA5 13110,70417
ZCTA5 13111,49306
ZCTA5 13112,52727
ZCTA5 13113,68750
ZCTA5 13114,57500
ZCTA5 13115,51125
ZCTA5 13116,57798
ZCTA5 13117,50833
ZCTA5 13118,55951
ZCTA5 13120,57132
ZCTA5 13122,57353
ZCTA5 13123,56793
ZCTA5 13124,46667
ZCTA5 13126,47992
ZCTA5 13131,55820
ZCTA5 13132,60329
ZCTA5 13134,61406
ZCTA5 13135,50347
ZCTA5 13136,45000
ZCTA5 13138,
ZCTA5 13140,54592
ZCTA5 13141,50156
ZCTA5 13142,44833
ZCTA5 13143,49444
ZCTA5 13144,41935
ZCTA5 13145,49015
ZCTA5 13146,46149
ZCTA5 13147,60486
ZCTA5 13148,47987
ZCTA5 13152,87367
ZCTA5 13153,59417
ZCTA5 13155,46071
ZCTA5 13156,57332
ZCTA5 13157,40563
ZCTA5 13158,46012
ZCTA5 13159,72724
ZCTA5 13160,63063
ZCTA5 13162,81205
ZCTA5 13163,46250
ZCTA5 13164,75057
ZCTA5 13165,51768
ZCTA5 13166,58065
ZCTA5 13167,47708
ZCTA5 13202,14793
ZCTA5 13203,32984
ZCTA5 13204,29007
ZCTA5 13205,29547
ZCTA5 13206,37959
ZCTA5 13207,48645
ZCTA5 13208,34896
ZCTA5 13209,52760
ZCTA5 13210,26120
ZCTA5 13211,46368
ZCTA5 13212,54539
ZCTA5 13214,72694
ZCTA5 13215,83671
ZCTA5 13219,57405
ZCTA5 13224,53590
ZCTA5 13290,
ZCTA5 13301,73750
ZCTA5 13302,44453
ZCTA5 13303,64531
ZCTA5 13304,77177
ZCTA5 13305,63229
ZCTA5 13308,43990
ZCTA5 13309,51851
ZCTA5 13310,47566
ZCTA5 13312,49063
ZCTA5 13313,42500
ZCTA5 13314,42443
ZCTA5 13315,57059
ZCTA5 13316,44867
ZCTA5 13317,49107
ZCTA5 13318,62885
ZCTA5 13319,32148
ZCTA5 13320,56477
ZCTA5 13321,45536
ZCTA5 13322,45625
ZCTA5 13323,60174
ZCTA5 13324,38550
ZCTA5 13325,49615
ZCTA5 13326,54637
ZCTA5 13327,45882
ZCTA5 13328,65250
ZCTA5 13329,47006
ZCTA5 13331,
ZCTA5 13332,44516
ZCTA5 13333,63250
ZCTA5 13334,
ZCTA5 13335,59479
ZCTA5 13337,40938
ZCTA5 13338,50956
ZCTA5 13339,42917
ZCTA5 13340,53730
ZCTA5 13341,109792
ZCTA5 13342,60833
ZCTA5 13343,53750
ZCTA5 13345,
ZCTA5 13346,68456
ZCTA5 13348,50189
ZCTA5 13350,46985
ZCTA5 13352,
ZCTA5 13353,32500
ZCTA5 13354,77946
ZCTA5 13355,49537
ZCTA5 13357,45855
ZCTA5 13360,43250
ZCTA5 13361,52969
ZCTA5 13362,55192
ZCTA5 13363,58274
ZCTA5 13364,32333
ZCTA5 13365,46849
ZCTA5 13367,55955
ZCTA5 13368,47308
ZCTA5 13402,47712
ZCTA5 13403,75260
ZCTA5 13404,37083
ZCTA5 13406,49297
ZCTA5 13407,47664
ZCTA5 13408,53417
ZCTA5 13409,50938
ZCTA5 13410,56250
ZCTA5 13411,44286
ZCTA5 13413,67509
ZCTA5 13415,42188
ZCTA5 13416,56083
ZCTA5 13417,35703
ZCTA5 13418,54643
ZCTA5 13420,52025
ZCTA5 13421,48689
ZCTA5 13424,55145
ZCTA5 13425,50000
ZCTA5 13428,46333
ZCTA5 13431,55529
ZCTA5 13433,46541
ZCTA5 13435,55750
ZCTA5 13436,48750
ZCTA5 13437,49107
ZCTA5 13438,50489
ZCTA5 13439,47755
ZCTA5 13440,50128
ZCTA5 13441,
ZCTA5 13450,65250
ZCTA5 13452,40293
ZCTA5 13454,35938
ZCTA5 13456,64473
ZCTA5 13459,46771
ZCTA5 13460,41994
ZCTA5 13461,55746
ZCTA5 13464,41875
ZCTA5 13468,46607
ZCTA5 13469,78750
ZCTA5 13470,42054
ZCTA5 13471,50605
ZCTA5 13472,70357
ZCTA5 13473,52321
ZCTA5 13475,
ZCTA5 13476,53167
ZCTA5 13477,46402
ZCTA5 13478,61250
ZCTA5 13480,48438
ZCTA5 13483,40893
ZCTA5 13484,72353
ZCTA5 13485,39896
ZCTA5 13486,56974
ZCTA5 13488,52292
ZCTA5 13489,42500
ZCTA5 13490,62485
ZCTA5 13491,58000
ZCTA5 13492,59708
ZCTA5 13493,47188
ZCTA5 13494,50625
ZCTA5 13495,52830
ZCTA5 13501,32920
ZCTA5 13502,39041
ZCTA5 13601,46125
ZCTA5 13602,41111
ZCTA5 13603,42989
ZCTA5 13605,51553
ZCTA5 13606,66063
ZCTA5 13607,48792
ZCTA5 13608,44881
ZCTA5 13612,64020
ZCTA5 13613,42063
ZCTA5 13614,
ZCTA5 13615,53207
ZCTA5 13616,53197
ZCTA5 13617,53512
ZCTA5 13618,50951
ZCTA5 13619,52383
ZCTA5 13620,41982
ZCTA5 13621,43958
ZCTA5 13622,44524
ZCTA5 13623,
ZCTA5 13624,62515
ZCTA5 13625,53300
ZCTA5 13626,46458
ZCTA5 13628,50938
ZCTA5 13630,52143
ZCTA5 13633,58125
ZCTA5 13634,57356
ZCTA5 13635,42656
ZCTA5 13636,63125
ZCTA5 13637,50503
ZCTA5 13638,39297
ZCTA5 13639,45208
ZCTA5 13640,51111
ZCTA5 13641,
ZCTA5 13642,42733
ZCTA5 13643,
ZCTA5 13646,44118
ZCTA5 13647,100625
ZCTA5 13648,45380
ZCTA5 13650,57292
ZCTA5 13651,109375
ZCTA5 13652,53403
ZCTA5 13654,49286
ZCTA5 13655,40731
ZCTA5 13656,51709
ZCTA5 13658,56852
ZCTA5 13659,51750
ZCTA5 13660,46750
ZCTA5 13661,63182
ZCTA5 13662,41610
ZCTA5 13664,64583
ZCTA5 13665,64375
ZCTA5 13666,23661
ZCTA5 13667,50375
ZCTA5 13668,49883
ZCTA5 13669,42341
ZCTA5 13670,35417
ZCTA5 13672,53125
ZCTA5 13673,48073
ZCTA5 13674,
ZCTA5 13675,85476
ZCTA5 13676,50777
ZCTA5 13677,
ZCTA5 13678,
ZCTA5 13679,41875
ZCTA5 13680,35781
ZCTA5 13681,45625
ZCTA5 13682,74167
ZCTA5 13684,45926
ZCTA5 13685,56771
ZCTA5 13687,48750
ZCTA5 13690,40556
ZCTA5 13691,60769
ZCTA5 13692,
ZCTA5 13693,46250
ZCTA5 13694,68958
ZCTA5 13695,98594
ZCTA5 13696,
ZCTA5 13697,47083
ZCTA5 13730,50517
ZCTA5 13731,47188
ZCTA5 13732,79303
ZCTA5 13733,48964
ZCTA5 13734,46797
ZCTA5 13736,53864
ZCTA5 13739,52216
ZCTA5 13740,63438
ZCTA5 13743,59595
ZCTA5 13744,50000
ZCTA5 13746,51700
ZCTA5 13748,51627
ZCTA5 13750,34792
ZCTA5 13751,
ZCTA5 13752,49659
ZCTA5 13753,50434
ZCTA5 13754,42888
ZCTA5 13755,36806
ZCTA5 13756,49615
ZCTA5 13757,51069
ZCTA5 13760,53532
ZCTA5 13774,75263
ZCTA5 13775,51481
ZCTA5 13776,38750
ZCTA5 13777,67500
ZCTA5 13778,59202
ZCTA5 13780,45265
ZCTA5 13782,50357
ZCTA5 13783,38487
ZCTA5 13784,38594
ZCTA5 13786,51458
ZCTA5 13787,43000
ZCTA5 13788,49766
ZCTA5 13790,41825
ZCTA5 13794,86500
ZCTA5 13795,47841
ZCTA5 13796,57000
ZCTA5 13797,48024
ZCTA5 13801,36184
ZCTA5 13802,58516
ZCTA5 13803,56458
ZCTA5 13804,63977
ZCTA5 13806,71250
ZCTA5 13807,55500
ZCTA5 13808,51750
ZCTA5 13809,43472
ZCTA5 13810,37009
ZCTA5 13811,54227
ZCTA5 13812,50341
ZCTA5 13813,47969
ZCTA5 13815,47385
ZCTA5 13820,45350
ZCTA5 13825,53155
ZCTA5 13826,
ZCTA5 13827,57888
ZCTA5 13830,46548
ZCTA5 13832,34750
ZCTA5 13833,47404
ZCTA5 13834,67800
ZCTA5 13835,46979
ZCTA5 13838,40833
ZCTA5 13839,44531
ZCTA5 13841,36591
ZCTA5 13842,82000
ZCTA5 13843,46510
ZCTA5 13844,46250
ZCTA5 13845,
ZCTA5 13846,47000
ZCTA5 13847,
ZCTA5 13849,43438
ZCTA5 13850,62003
ZCTA5 13856,39781
ZCTA5 13859,63510
ZCTA5 13860,80938
ZCTA5 13861,
ZCTA5 13862,60980
ZCTA5 13863,56406
ZCTA5 13864,35347
ZCTA5 13865,61364
ZCTA5 13901,42386
ZCTA5 13902,
ZCTA5 13903,44136
ZCTA5 13904,45513
ZCTA5 13905,37288
ZCTA5 14001,58082
ZCTA5 14004,67535
ZCTA5 14005,59392
ZCTA5 14006,57401
ZCTA5 14008,53300
ZCTA5 14009,45456
ZCTA5 14011,60833
ZCTA5 14012,55564
ZCTA5 14013,48438
ZCTA5 14020,47976
ZCTA5 14024,60307
ZCTA5 14025,59009
ZCTA5 14026,87634
ZCTA5 14028,55234
ZCTA5 14030,53170
ZCTA5 14031,80402
ZCTA5 14032,101141
ZCTA5 14033,95000
ZCTA5 14034,58938
ZCTA5 14035,70859
ZCTA5 14036,61250
ZCTA5 14037,69063
ZCTA5 14039,63125
ZCTA5 14040,54458
ZCTA5 14041,50795
ZCTA5 14042,37679
ZCTA5 14043,54020
ZCTA5 14047,62442
ZCTA5 14048,37480
ZCTA5 14051,110506
ZCTA5 14052,73908
ZCTA5 14054,55972
ZCTA5 14055,63315
ZCTA5 14057,63359
ZCTA5 14058,66667
ZCTA5 14059,80025
ZCTA5 14060,50870
ZCTA5 14061,58125
ZCTA5 14062,50761
ZCTA5 14063,51297
ZCTA5 14065,44861
ZCTA5 14066,51400
ZCTA5 14067,52113
ZCTA5 14068,69857
ZCTA5 14069,41176
ZCTA5 14070,41014
ZCTA5 14072,79778
ZCTA5 14075,67538
ZCTA5 14080,63211
ZCTA5 14081,54265
ZCTA5 14082,55625
ZCTA5 14085,89395
ZCTA5 14086,77420
ZCTA5 14091,60046
ZCTA5 14092,63355
ZCTA5 14094,52618
ZCTA5 14098,53343
ZCTA5 14101,53424
ZCTA5 14102,85050
ZCTA5 14103,46345
ZCTA5 14105,58254
ZCTA5 14108,52394
ZCTA5 14109,
ZCTA5 14111,55000
ZCTA5 14112,
ZCTA5 14113,45714
ZCTA5 14120,57492
ZCTA5 14125,52723
ZCTA5 14126,58056
ZCTA5 14127,87369
ZCTA5 14129,42833
ZCTA5 14130,54821
ZCTA5 14131,70245
ZCTA5 14132,61308
ZCTA5 14134,78125
ZCTA5 14135,34250
ZCTA5 14136,51055
ZCTA5 14138,50333
ZCTA5 14139,77027
ZCTA5 14141,54746
ZCTA5 14143,56250
ZCTA5 14145,57250
ZCTA5 14150,53150
ZCTA5 14167,57500
ZCTA5 14168,
ZCTA5 14169,32109
ZCTA5 14170,70688
ZCTA5 14171,45365
ZCTA5 14172,60208
ZCTA5 14173,37917
ZCTA5 14174,65353
ZCTA5 14201,25207
ZCTA5 14202,41731
ZCTA5 14203,32260
ZCTA5 14204,25222
ZCTA5 14206,36315
ZCTA5 14207,24091
ZCTA5 14208,25170
ZCTA5 14209,31194
ZCTA5 14210,36081
ZCTA5 14211,24326
ZCTA5 14212,23496
ZCTA5 14213,29515
ZCTA5 14214,43415
ZCTA5 14215,33643
ZCTA5 14216,52313
ZCTA5 14217,51281
ZCTA5 14218,36487
ZCTA5 14219,50630
ZCTA5 14220,49749
ZCTA5 14221,78002
ZCTA5 14222,54333
ZCTA5 14223,60632
ZCTA5 14224,60611
ZCTA5 14225,46170
ZCTA5 14226,66117
ZCTA5 14227,50712
ZCTA5 14228,50767
ZCTA5 14261,
ZCTA5 14301,23449
ZCTA5 14302,
ZCTA5 14303,28875
ZCTA5 14304,49059
ZCTA5 14305,33781
ZCTA5 14411,42924
ZCTA5 14414,57561
ZCTA5 14415,
ZCTA5 14416,50951
ZCTA5 14418,71118
ZCTA5 14420,54811
ZCTA5 14422,61302
ZCTA5 14423,54630
ZCTA5 14424,54654
ZCTA5 14425,65679
ZCTA5 14427,53690
ZCTA5 14428,66123
ZCTA5 14432,54397
ZCTA5 14433,52538
ZCTA5 14435,63802
ZCTA5 14437,44945
ZCTA5 14441,56667
ZCTA5 14445,50235
ZCTA5 14450,77955
ZCTA5 14454,44814
ZCTA5 14456,43476
ZCTA5 14462,56875
ZCTA5 14464,57078
ZCTA5 14466,69977
ZCTA5 14467,72377
ZCTA5 14468,66339
ZCTA5 14469,62468
ZCTA5 14470,51418
ZCTA5 14471,60795
ZCTA5 14472,84074
ZCTA5 14475,75313
ZCTA5 14476,53857
ZCTA5 14477,61597
ZCTA5 14478,83355
ZCTA5 14479,31467
ZCTA5 14480,38276
ZCTA5 14481,53669
ZCTA5 14482,53238
ZCTA5 14485,50417
ZCTA5 14486,59315
ZCTA5 14487,65977
ZCTA5 14489,49226
ZCTA5 14502,67780
ZCTA5 14504,50278
ZCTA5 14505,65323
ZCTA5 14506,126058
ZCTA5 14507,58125
ZCTA5 14510,45020
ZCTA5 14511,45667
ZCTA5 14512,53196
ZCTA5 14513,41268
ZCTA5 14514,62299
ZCTA5 14516,54306
ZCTA5 14517,40288
ZCTA5 14519,60339
ZCTA5 14521,45132
ZCTA5 14522,48804
ZCTA5 14525,64549
ZCTA5 14526,80659
ZCTA5 14527,49010
ZCTA5 14529,
ZCTA5 14530,50875
ZCTA5 14532,53611
ZCTA5 14533,56959
ZCTA5 14534,106878
ZCTA5 14536,49125
ZCTA5 14537,47361
ZCTA5 14539,68750
ZCTA5 14541,58144
ZCTA5 14542,
ZCTA5 14543,80703
ZCTA5 14544,55189
ZCTA5 14545,55000
ZCTA5 14546,57306
ZCTA5 14548,55536
ZCTA5 14549,31477
ZCTA5 14550,49100
ZCTA5 14551,45625
ZCTA5 14555,40156
ZCTA5 14559,74523
ZCTA5 14560,58150
ZCTA5 14561,64844
ZCTA5 14564,92034
ZCTA5 14568,74034
ZCTA5 14569,53620
ZCTA5 14571,54063
ZCTA5 14572,47500
ZCTA5 14580,72157
ZCTA5 14585,48375
ZCTA5 14586,76058
ZCTA5 14588,84063
ZCTA5 14589,51495
ZCTA5 14590,43231
ZCTA5 14591,55625
ZCTA5 14592,73750
ZCTA5 14604,20039
ZCTA5 14605,18562
ZCTA5 14606,39980
ZCTA5 14607,42327
ZCTA5 14608,20450
ZCTA5 14609,41769
ZCTA5 14610,59420
ZCTA5 14611,25284
ZCTA5 14612,58917
ZCTA5 14613,30044
ZCTA5 14614,
ZCTA5 14615,37921
ZCTA5 14616,47058
ZCTA5 14617,61735
ZCTA5 14618,92114
ZCTA5 14619,36941
ZCTA5 14620,42576
ZCTA5 14621,25694
ZCTA5 14622,52492
ZCTA5 14623,49093
ZCTA5 14624,62026
ZCTA5 14625,74663
ZCTA5 14626,55578
ZCTA5 14627,
ZCTA5 14701,37016
ZCTA5 14706,52200
ZCTA5 14707,55417
ZCTA5 14708,68214
ZCTA5 14709,43281
ZCTA5 14710,55239
ZCTA5 14711,44762
ZCTA5 14712,50046
ZCTA5 14714,45000
ZCTA5 14715,40529
ZCTA5 14716,38333
ZCTA5 14717,41016
ZCTA5 14718,55319
ZCTA5 14719,46991
ZCTA5 14720,38750
ZCTA5 14721,
ZCTA5 14722,102813
ZCTA5 14723,52417
ZCTA5 14724,50298
ZCTA5 14726,33558
ZCTA5 14727,48750
ZCTA5 14728,43864
ZCTA5 14729,61771
ZCTA5 14731,52961
ZCTA5 14732,55938
ZCTA5 14733,42358
ZCTA5 14735,37888
ZCTA5 14736,39688
ZCTA5 14737,43373
ZCTA5 14738,47238
ZCTA5 14739,36543
ZCTA5 14740,52174
ZCTA5 14741,53875
ZCTA5 14742,78542
ZCTA5 14743,43512
ZCTA5 14744,53000
ZCTA5 14747,41667
ZCTA5 14748,29318
ZCTA5 14750,51582
ZCTA5 14752,
ZCTA5 14753,36528
ZCTA5 14754,46641
ZCTA5 14755,44018
ZCTA5 14756,38919
ZCTA5 14757,46719
ZCTA5 14760,42729
ZCTA5 14767,37461
ZCTA5 14769,38580
ZCTA5 14770,52727
ZCTA5 14772,41375
ZCTA5 14774,62917
ZCTA5 14775,44034
ZCTA5 14777,43125
ZCTA5 14778,
ZCTA5 14779,33111
ZCTA5 14781,44600
ZCTA5 14782,43015
ZCTA5 14783,30625
ZCTA5 14784,44167
ZCTA5 14787,44931
ZCTA5 14788,83472
ZCTA5 14801,44801
ZCTA5 14802,32955
ZCTA5 14803,52083
ZCTA5 14804,55250
ZCTA5 14805,60833
ZCTA5 14806,54306
ZCTA5 14807,53032
ZCTA5 14808,43798
ZCTA5 14809,42262
ZCTA5 14810,41026
ZCTA5 14812,54583
ZCTA5 14813,43068
ZCTA5 14814,62061
ZCTA5 14815,44148
ZCTA5 14816,57361
ZCTA5 14817,47052
ZCTA5 14818,58750
ZCTA5 14819,33542
ZCTA5 14820,44213
ZCTA5 14821,51829
ZCTA5 14822,41088
ZCTA5 14823,50519
ZCTA5 14824,39444
ZCTA5 14825,56250
ZCTA5 14826,40990
ZCTA5 14827,36442
ZCTA5 14830,55895
ZCTA5 14836,75357
ZCTA5 14837,46906
ZCTA5 14838,58826
ZCTA5 14839,50000
ZCTA5 14840,51875
ZCTA5 14841,61544
ZCTA5 14842,46285
ZCTA5 14843,41859
ZCTA5 14845,61522
ZCTA5 14846,47188
ZCTA5 14847,44094
ZCTA5 14850,50290
ZCTA5 14853,
ZCTA5 14854,
ZCTA5 14855,48942
ZCTA5 14856,
ZCTA5 14858,54079
ZCTA5 14859,61053
ZCTA5 14860,52500
ZCTA5 14861,42656
ZCTA5 14864,69732
ZCTA5 14865,39132
ZCTA5 14867,58411
ZCTA5 14869,51597
ZCTA5 14870,63376
ZCTA5 14871,66575
ZCTA5 14872,51293
ZCTA5 14873,48770
ZCTA5 14874,39231
ZCTA5 14877,41250
ZCTA5 14878,57404
ZCTA5 14879,47083
ZCTA5 14880,50726
ZCTA5 14881,109803
ZCTA5 14882,67236
ZCTA5 14883,46354
ZCTA5 14884,47917
ZCTA5 14885,53636
ZCTA5 14886,66661
ZCTA5 14889,55375
ZCTA5 14891,44161
ZCTA5 14892,46125
ZCTA5 14893,
ZCTA5 14894,43828
ZCTA5 14895,41849
ZCTA5 14897,45000
ZCTA5 14898,40769
ZCTA5 14901,26944
ZCTA5 14903,53413
ZCTA5 14904,37927
ZCTA5 14905,57297
